,movieID,title,genres,imdb_link,tmdb_link,users_avg_ratings_to_movie
49,54,"Big Green, The (1995)",Children|Comedy,https://www.imdb.com/title/tt0112499/,https://www.themoviedb.org/movie/26441/,2.3333333333333335
50,55,Georgia (1995),Drama,https://www.imdb.com/title/tt0113158/,https://www.themoviedb.org/movie/97406/,4.0
51,57,Home for the Holidays (1995),Drama,https://www.imdb.com/title/tt0113321/,https://www.themoviedb.org/movie/9089/,3.0625
52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0110877/,https://www.themoviedb.org/movie/11010/,4.027027027027027
53,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0113419/,https://www.themoviedb.org/movie/11359/,3.235294117647059
54,61,Eye for an Eye (1996),Drama|Thriller,https://www.imdb.com/title/tt0116260/,https://www.themoviedb.org/movie/17182/,3.75
55,62,Mr. Holland's Opus (1995),Drama,https://www.imdb.com/title/tt0113862/,https://www.themoviedb.org/movie/2054/,3.70625
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://www.imdb.com/title/tt0116126/,https://www.themoviedb.org/movie/10607/,2.7142857142857144
57,64,Two if by Sea (1996),Comedy|Romance,https://www.imdb.com/title/tt0118002/,https://www.themoviedb.org/movie/19760/,2.2
58,65,Bio-Dome (1996),Comedy,https://www.imdb.com/title/tt0115683/,https://www.themoviedb.org/movie/9536/,2.532258064516129
59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0116839/,https://www.themoviedb.org/movie/11525/,2.5
60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://www.imdb.com/title/tt0113149/,https://www.themoviedb.org/movie/4482/,3.4
61,69,Friday (1995),Comedy,https://www.imdb.com/title/tt0113118/,https://www.themoviedb.org/movie/10634/,3.775
62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://www.imdb.com/title/tt0116367/,https://www.themoviedb.org/movie/755/,3.5090909090909093
63,71,Fair Game (1995),Action,https://www.imdb.com/title/tt0113010/,https://www.themoviedb.org/movie/11859/,1.7
64,72,Kicking and Screaming (1995),Comedy|Drama,https://www.imdb.com/title/tt0113537/,https://www.themoviedb.org/movie/28387/,3.2142857142857144
65,73,"Misérables, Les (1995)",Drama|War,https://www.imdb.com/title/tt0113828/,https://www.themoviedb.org/movie/48750/,3.4615384615384617
66,74,Bed of Roses (1996),Drama|Romance,https://www.imdb.com/title/tt0115644/,https://www.themoviedb.org/movie/20927/,4.0
67,75,Big Bully (1996),Comedy|Drama,https://www.imdb.com/title/tt0115676/,https://www.themoviedb.org/movie/36929/,2.2
68,76,Screamers (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114367/,https://www.themoviedb.org/movie/9102/,3.4
69,77,Nico Icon (1995),Documentary,https://www.imdb.com/title/tt0113973/,https://www.themoviedb.org/movie/124626/,4.0
70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112744/,https://www.themoviedb.org/movie/27526/,3.3333333333333335
71,79,"Juror, The (1996)",Drama|Thriller,https://www.imdb.com/title/tt0116731/,https://www.themoviedb.org/movie/9623/,2.764705882352941
72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://www.imdb.com/title/tt0112445/,https://www.themoviedb.org/movie/46785/,4.0
73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://www.imdb.com/title/tt0114660/,https://www.themoviedb.org/movie/400/,3.107142857142857
74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://www.imdb.com/title/tt0112379/,https://www.themoviedb.org/movie/880/,3.875
75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://www.imdb.com/title/tt0114039/,https://www.themoviedb.org/movie/146599/,3.0
76,85,Angels and Insects (1995),Drama|Romance,https://www.imdb.com/title/tt0112365/,https://www.themoviedb.org/movie/8447/,3.857142857142857
77,86,White Squall (1996),Action|Adventure|Drama,https://www.imdb.com/title/tt0118158/,https://www.themoviedb.org/movie/10534/,3.966666666666667
78,87,Dunston Checks In (1996),Children|Comedy,https://www.imdb.com/title/tt0116151/,https://www.themoviedb.org/movie/17414/,2.5
79,88,Black Sheep (1996),Comedy,https://www.imdb.com/title/tt0115697/,https://www.themoviedb.org/movie/13997/,3.15625
80,89,Nick of Time (1995),Action|Thriller,https://www.imdb.com/title/tt0113972/,https://www.themoviedb.org/movie/2086/,3.25
81,92,Mary Reilly (1996),Drama|Horror|Thriller,https://www.imdb.com/title/tt0117002/,https://www.themoviedb.org/movie/9095/,2.625
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://www.imdb.com/title/tt0114825/,https://www.themoviedb.org/movie/12158/,2.8333333333333335
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,https://www.imdb.com/title/tt0115639/,https://www.themoviedb.org/movie/9283/,3.95
84,95,Broken Arrow (1996),Action|Adventure|Thriller,https://www.imdb.com/title/tt0115759/,https://www.themoviedb.org/movie/9208/,3.0238095238095237
85,96,In the Bleak Midwinter (1995),Comedy|Drama,https://www.imdb.com/title/tt0113403/,https://www.themoviedb.org/movie/40154/,3.5
86,97,"Hate (Haine, La) (1995)",Crime|Drama,https://www.imdb.com/title/tt0113247/,https://www.themoviedb.org/movie/406/,3.9
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://www.imdb.com/title/tt0113283/,https://www.themoviedb.org/movie/63076/,5.0
88,100,City Hall (1996),Drama|Thriller,https://www.imdb.com/title/tt0115907/,https://www.themoviedb.org/movie/11062/,2.7857142857142856
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://www.imdb.com/title/tt0115734/,https://www.themoviedb.org/movie/13685/,3.782608695652174
90,102,Mr. Wrong (1996),Comedy,https://www.imdb.com/title/tt0117102/,https://www.themoviedb.org/movie/47475/,2.4
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0118040/,https://www.themoviedb.org/movie/2045/,3.0
92,104,Happy Gilmore (1996),Comedy,https://www.imdb.com/title/tt0116483/,https://www.themoviedb.org/movie/9614/,3.4393939393939394
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0112579/,https://www.themoviedb.org/movie/688/,3.282608695652174
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://www.imdb.com/title/tt0110251/,https://www.themoviedb.org/movie/11907/,4.0
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://www.imdb.com/title/tt0117110/,https://www.themoviedb.org/movie/10874/,3.326923076923077
96,108,Catwalk (1996),Documentary,https://www.imdb.com/title/tt0112646/,https://www.themoviedb.org/movie/89333/,4.0
97,110,Braveheart (1995),Action|Drama|War,https://www.imdb.com/title/tt0112573/,https://www.themoviedb.org/movie/197/,4.031645569620253
98,111,Taxi Driver (1976),Crime|Drama|Thriller,https://www.imdb.com/title/tt0075314/,https://www.themoviedb.org/movie/103/,4.105769230769231
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0113326/,https://www.themoviedb.org/movie/33542/,3.5434782608695654
100,113,Before and After (1996),Drama|Mystery,https://www.imdb.com/title/tt0115645/,https://www.themoviedb.org/movie/43566/,3.3333333333333335
101,116,Anne Frank Remembered (1995),Documentary,https://www.imdb.com/title/tt0112373/,https://www.themoviedb.org/movie/51352/,3.9
102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://www.imdb.com/title/tt0115033/,https://www.themoviedb.org/movie/16934/,3.0
103,118,If Lucy Fell (1996),Comedy|Romance,https://www.imdb.com/title/tt0116606/,https://www.themoviedb.org/movie/10324/,2.5
104,119,"Steal Big, Steal Little (1995)",Comedy,https://www.imdb.com/title/tt0114536/,https://www.themoviedb.org/movie/78406/,3.0
105,121,"Boys of St. Vincent, The (1992)",Drama,https://www.imdb.com/title/tt0106473/,https://www.themoviedb.org/movie/32119/,4.0
106,122,Boomerang (1992),Comedy|Romance,https://www.imdb.com/title/tt0103859/,https://www.themoviedb.org/movie/11066/,2.65625
107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://www.imdb.com/title/tt0109424/,https://www.themoviedb.org/movie/11104/,4.375
108,125,Flirting With Disaster (1996),Comedy,https://www.imdb.com/title/tt0116324/,https://www.themoviedb.org/movie/2074/,3.5833333333333335
109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0110647/,https://www.themoviedb.org/movie/27793/,2.0
110,128,Jupiter's Wife (1994),Documentary,https://www.imdb.com/title/tt0110217/,https://www.themoviedb.org/movie/290157/,3.0
111,129,Pie in the Sky (1996),Comedy|Romance,https://www.imdb.com/title/tt0114131/,https://www.themoviedb.org/movie/110972/,2.0
112,132,Jade (1995),Thriller,https://www.imdb.com/title/tt0113451/,https://www.themoviedb.org/movie/11863/,2.8333333333333335
113,135,Down Periscope (1996),Comedy,https://www.imdb.com/title/tt0116130/,https://www.themoviedb.org/movie/9101/,2.9516129032258065
114,137,Man of the Year (1995),Documentary,https://www.imdb.com/title/tt0113756/,https://www.themoviedb.org/movie/5757/,3.0
115,140,Up Close and Personal (1996),Drama|Romance,https://www.imdb.com/title/tt0118055/,https://www.themoviedb.org/movie/9302/,3.5
116,141,"Birdcage, The (1996)",Comedy,https://www.imdb.com/title/tt0115685/,https://www.themoviedb.org/movie/11000/,3.494186046511628
117,144,"Brothers McMullen, The (1995)",Comedy,https://www.imdb.com/title/tt0112585/,https://www.themoviedb.org/movie/16388/,3.3333333333333335
118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112442/,https://www.themoviedb.org/movie/9737/,3.2450980392156863
119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://www.imdb.com/title/tt0112342/,https://www.themoviedb.org/movie/30765/,3.3333333333333335
120,147,"Basketball Diaries, The (1995)",Drama,https://www.imdb.com/title/tt0112461/,https://www.themoviedb.org/movie/10474/,3.466666666666667
121,148,"Awfully Big Adventure, An (1995)",Drama,https://www.imdb.com/title/tt0112427/,https://www.themoviedb.org/movie/22279/,5.0
122,149,Amateur (1994),Crime|Drama|Thriller,https://www.imdb.com/title/tt0109093/,https://www.themoviedb.org/movie/30157/,2.0
123,150,Apollo 13 (1995),Adventure|Drama|IMAX,https://www.imdb.com/title/tt0112384/,https://www.themoviedb.org/movie/568/,3.845771144278607
124,151,Rob Roy (1995),Action|Drama|Romance|War,https://www.imdb.com/title/tt0114287/,https://www.themoviedb.org/movie/11780/,3.5454545454545454
125,152,"Addiction, The (1995)",Drama|Horror,https://www.imdb.com/title/tt0112288/,https://www.themoviedb.org/movie/34996/,1.5
126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0112462/,https://www.themoviedb.org/movie/414/,2.9160583941605838
127,154,Beauty of the Day (Belle de jour) (1967),Drama,https://www.imdb.com/title/tt0061395/,https://www.themoviedb.org/movie/649/,3.875
128,155,Beyond Rangoon (1995),Adventure|Drama|War,https://www.imdb.com/title/tt0112495/,https://www.themoviedb.org/movie/1873/,2.4166666666666665
129,156,Blue in the Face (1995),Comedy|Drama,https://www.imdb.com/title/tt0112541/,https://www.themoviedb.org/movie/5894/,3.3333333333333335
130,157,Canadian Bacon (1995),Comedy|War,https://www.imdb.com/title/tt0109370/,https://www.themoviedb.org/movie/1775/,2.8636363636363638
131,158,Casper (1995),Adventure|Children,https://www.imdb.com/title/tt0112642/,https://www.themoviedb.org/movie/8839/,2.806451612903226
132,159,Clockers (1995),Crime|Drama|Mystery,https://www.imdb.com/title/tt0112688/,https://www.themoviedb.org/movie/20649/,2.892857142857143
133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://www.imdb.com/title/tt0112715/,https://www.themoviedb.org/movie/10329/,2.8771929824561404
134,161,Crimson Tide (1995),Drama|Thriller|War,https://www.imdb.com/title/tt0112740/,https://www.themoviedb.org/movie/8963/,3.6359223300970873
135,162,Crumb (1994),Documentary,https://www.imdb.com/title/tt0109508/,https://www.themoviedb.org/movie/26564/,4.205882352941177
136,163,Desperado (1995),Action|Romance|Western,https://www.imdb.com/title/tt0112851/,https://www.themoviedb.org/movie/8068/,3.5606060606060606
137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://www.imdb.com/title/tt0112857/,https://www.themoviedb.org/movie/8512/,3.3214285714285716
138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://www.imdb.com/title/tt0112864/,https://www.themoviedb.org/movie/1572/,3.5555555555555554
139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://www.imdb.com/title/tt0112887/,https://www.themoviedb.org/movie/13552/,2.8333333333333335
140,168,First Knight (1995),Action|Drama|Romance,https://www.imdb.com/title/tt0113071/,https://www.themoviedb.org/movie/6520/,3.0833333333333335
141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://www.imdb.com/title/tt0113114/,https://www.themoviedb.org/movie/9073/,2.4
142,170,Hackers (1995),Action|Adventure|Crime|Thriller,https://www.imdb.com/title/tt0113243/,https://www.themoviedb.org/movie/10428/,3.2285714285714286
143,171,Jeffrey (1995),Comedy|Drama,https://www.imdb.com/title/tt0113464/,https://www.themoviedb.org/movie/17447/,3.8333333333333335
144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0113481/,https://www.themoviedb.org/movie/9886/,2.6792452830188678
145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://www.imdb.com/title/tt0113492/,https://www.themoviedb.org/movie/9482/,2.6693548387096775
146,174,Jury Duty (1995),Comedy,https://www.imdb.com/title/tt0113500/,https://www.themoviedb.org/movie/19326/,2.7
147,175,Kids (1995),Drama,https://www.imdb.com/title/tt0113540/,https://www.themoviedb.org/movie/9344/,3.975
148,176,Living in Oblivion (1995),Comedy,https://www.imdb.com/title/tt0113677/,https://www.themoviedb.org/movie/9071/,4.3076923076923075
149,177,Lord of Illusions (1995),Horror,https://www.imdb.com/title/tt0113690/,https://www.themoviedb.org/movie/8973/,2.75
150,178,Love & Human Remains (1993),Comedy|Drama,https://www.imdb.com/title/tt0107447/,https://www.themoviedb.org/movie/15730/,1.0
151,179,Mad Love (1995),Drama|Romance,https://www.imdb.com/title/tt0113729/,https://www.themoviedb.org/movie/47608/,1.5
152,180,Mallrats (1995),Comedy|Romance,https://www.imdb.com/title/tt0113749/,https://www.themoviedb.org/movie/2293/,3.4027777777777777
153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://www.imdb.com/title/tt0113820/,https://www.themoviedb.org/movie/9070/,2.264705882352941
154,183,Mute Witness (1994),Comedy|Horror|Thriller,https://www.imdb.com/title/tt0110604/,https://www.themoviedb.org/movie/48787/,3.5
155,184,Nadja (1994),Drama,https://www.imdb.com/title/tt0110620/,https://www.themoviedb.org/movie/34574/,3.5
156,185,"Net, The (1995)",Action|Crime|Thriller,https://www.imdb.com/title/tt0113957/,https://www.themoviedb.org/movie/1642/,3.0401785714285716
157,186,Nine Months (1995),Comedy|Romance,https://www.imdb.com/title/tt0113986/,https://www.themoviedb.org/movie/11472/,2.8229166666666665
158,187,Party Girl (1995),Comedy,https://www.imdb.com/title/tt0114095/,https://www.themoviedb.org/movie/36196/,4.125
159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://www.imdb.com/title/tt0114194/,https://www.themoviedb.org/movie/11980/,3.4583333333333335
160,189,Reckless (1995),Comedy|Fantasy,https://www.imdb.com/title/tt0114241/,https://www.themoviedb.org/movie/58372/,3.0
161,190,Safe (1995),Thriller,https://www.imdb.com/title/tt0114323/,https://www.themoviedb.org/movie/32646/,2.8
162,191,"Scarlet Letter, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0114345/,https://www.themoviedb.org/movie/10533/,2.4166666666666665
163,193,Showgirls (1995),Drama,https://www.imdb.com/title/tt0114436/,https://www.themoviedb.org/movie/10802/,2.4714285714285715
164,194,Smoke (1995),Comedy|Drama,https://www.imdb.com/title/tt0114478/,https://www.themoviedb.org/movie/10149/,3.6666666666666665
165,195,Something to Talk About (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0114496/,https://www.themoviedb.org/movie/18402/,3.1
166,196,Species (1995),Horror|Sci-Fi,https://www.imdb.com/title/tt0114508/,https://www.themoviedb.org/movie/9348/,2.6666666666666665
167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114558/,https://www.themoviedb.org/movie/281/,3.25
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://www.imdb.com/title/tt0058450/,https://www.themoviedb.org/movie/5967/,4.125
169,201,Three Wishes (1995),Drama|Fantasy,https://www.imdb.com/title/tt0114663/,https://www.themoviedb.org/movie/47939/,3.0
170,202,Total Eclipse (1995),Drama|Romance,https://www.imdb.com/title/tt0114702/,https://www.themoviedb.org/movie/36834/,3.0
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://www.imdb.com/title/tt0114682/,https://www.themoviedb.org/movie/9090/,3.4318181818181817
172,204,Under Siege 2: Dark Territory (1995),Action,https://www.imdb.com/title/tt0114781/,https://www.themoviedb.org/movie/3512/,2.716666666666667
173,205,Unstrung Heroes (1995),Comedy|Drama,https://www.imdb.com/title/tt0114798/,https://www.themoviedb.org/movie/52856/,3.1666666666666665
174,206,Unzipped (1995),Documentary,https://www.imdb.com/title/tt0114805/,https://www.themoviedb.org/movie/77350/,3.0
175,207,"Walk in the Clouds, A (1995)",Drama|Romance,https://www.imdb.com/title/tt0114887/,https://www.themoviedb.org/movie/9560/,3.4285714285714284
176,208,Waterworld (1995),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0114898/,https://www.themoviedb.org/movie/9804/,2.9130434782608696
177,209,White Man's Burden (1995),Drama,https://www.imdb.com/title/tt0114928/,https://www.themoviedb.org/movie/31611/,3.1666666666666665
178,210,Wild Bill (1995),Western,https://www.imdb.com/title/tt0114938/,https://www.themoviedb.org/movie/65796/,3.0
179,211,"Browning Version, The (1994)",Drama,https://www.imdb.com/title/tt0109340/,https://www.themoviedb.org/movie/49805/,3.5
180,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://www.imdb.com/title/tt0112602/,https://www.themoviedb.org/movie/26258/,3.0
181,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://www.imdb.com/title/tt0111579/,https://www.themoviedb.org/movie/50797/,3.8333333333333335
182,214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://www.imdb.com/title/tt0110882/,https://www.themoviedb.org/movie/19155/,4.0
183,215,Before Sunrise (1995),Drama|Romance,https://www.imdb.com/title/tt0112471/,https://www.themoviedb.org/movie/76/,4.041666666666667
184,216,Billy Madison (1995),Comedy,https://www.imdb.com/title/tt0112508/,https://www.themoviedb.org/movie/11017/,3.326530612244898
185,217,"Babysitter, The (1995)",Drama|Thriller,https://www.imdb.com/title/tt0112438/,https://www.themoviedb.org/movie/37141/,2.3333333333333335
186,218,Boys on the Side (1995),Comedy|Drama,https://www.imdb.com/title/tt0112571/,https://www.themoviedb.org/movie/9382/,3.4285714285714284
187,219,"Cure, The (1995)",Drama,https://www.imdb.com/title/tt0112757/,https://www.themoviedb.org/movie/6715/,3.0
188,220,Castle Freak (1995),Horror,https://www.imdb.com/title/tt0112643/,https://www.themoviedb.org/movie/18256/,3.0
189,222,Circle of Friends (1995),Drama|Romance,https://www.imdb.com/title/tt0112679/,https://www.themoviedb.org/movie/22625/,3.75
190,223,Clerks (1994),Comedy,https://www.imdb.com/title/tt0109445/,https://www.themoviedb.org/movie/2292/,3.855769230769231
191,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0112883/,https://www.themoviedb.org/movie/1909/,3.6125
192,225,Disclosure (1994),Drama|Thriller,https://www.imdb.com/title/tt0109635/,https://www.themoviedb.org/movie/8984/,3.5384615384615383
193,227,Drop Zone (1994),Action|Thriller,https://www.imdb.com/title/tt0109676/,https://www.themoviedb.org/movie/4954/,2.8636363636363638
194,228,Destiny Turns on the Radio (1995),Comedy,https://www.imdb.com/title/tt0112854/,https://www.themoviedb.org/movie/62488/,2.3333333333333335
195,229,Death and the Maiden (1994),Drama|Thriller,https://www.imdb.com/title/tt0109579/,https://www.themoviedb.org/movie/10531/,3.4285714285714284
